,text,pos_tag,mintime,maxtime
13580,also,ADV,896.10531,896.37031
13581,Flur,NOUN,896.37031,896.71531
13582,ist,AUX,896.71531,896.83531
13583,hier,ADV,896.83531,897.10531
13584,und,CCONJ,897.24531,897.38531
13585,unsere,DET,897.38531,897.70531
13586,Zimmer,NOUN,897.70531,897.94531
13587,hier,ADV,897.94531,898.25531
13588,wie,ADP,898.41483,898.51196
13589,willst,AUX,898.51196,898.70196
13590,du,PRON,898.70196,898.77196
13591,da,ADV,898.77196,899.02196
13592,noch,ADV,899.07196,899.43196
13593,ja,ADV,907.93833,908.00546
13594,gut,ADV,908.00546,908.15546
13595,aber,CCONJ,908.15546,908.26546
13596,ich,PRON,908.26546,908.34546
13597,finde,VERB,908.34546,908.58546
13598,es,PRON,908.58546,908.67546
13599,äh,INTJ,908.73546,908.86546
13600,irgendwie,ADV,908.86546,909.22546
13601,nicht,PART,909.22546,909.54546
13602,logisch,ADV,909.62546,909.92546
13603,wenn,SCONJ,909.92546,910.06546
13604,wir,PRON,910.06546,910.20546
13605,hier,ADV,910.33546,910.75546
13606,den,DET,910.75546,910.98546
13607,hier,ADV,910.98546,911.36046
13608,hier,ADV,911.36046,911.72546
13609,hier,ADV,911.78546,912.32871
13610,nein,PART,912.77881,913.16594
13611,nein,PART,913.19594,913.87594
13612,wir,PRON,913.87594,914.00594
13613,haben,AUX,914.00594,914.20594
13614,hier,ADV,914.33594,914.70094
13615,das,PRON,914.70094,914.80594
13616,Zimmer,NOUN,914.80594,915.13594
13617,da,ADV,915.22594,915.65594
13618,die,DET,915.65594,915.89594
13619,da,ADV,916.19594,916.44594
13620,den,DET,916.44594,916.59594
13621,Flur,NOUN,916.64594,917.06594
13622,und,CCONJ,917.26594,917.33594
13623,hier,ADV,917.33594,917.59594
13624,Zimmer,NOUN,917.63594,917.91594
13625,ja,ADV,919.53233,919.90456
13626,ah,X,925.77513,925.87225
13627,ja,ADV,925.87225,926.05225
13628,zehn,NUM,930.23288,930.61394
13629,zehn,NUM,931.63537,932.0025
13630,ja,ADV,933.82706,933.99419
13631,dann,ADV,935.14531,935.52531
13632,dann,ADV,935.55531,935.73531
13633,hundert,NUM,935.79531,936.25531
13634,jetzt,ADV,937.35015,937.48727
13635,brauchen,VERB,937.48727,938.22727
13636,wir,PRON,938.37727,938.82727
13637,noch,ADV,939.01727,939.27727
13638,Küche,NOUN,939.27727,939.98727
13639,Bad,PROPN,939.98727,940.64727
13640,Küche,NOUN,942.65806,942.94519
13641,Bad,PROPN,942.94519,943.21519
13642,brauchen,VERB,943.21519,943.40519
13643,wir,PRON,943.40519,943.49519
13644,noch,ADV,943.49519,943.63519
13645,ne,X,943.63519,943.79519
13646,ja,ADV,948.27456,948.96456
13647,ja,ADV,951.87194,951.96194
13648,laughter><laughterOffset,PROPN,952.27194,953.16471
13649,ja,ADV,958.87448,958.9916
13650,wir,PRON,958.9916,959.0616
13651,wollen,AUX,959.0616,959.4216
13652,also,ADV,959.4216,959.5616
13653,vier,NUM,959.5616,959.9116
13654,ich,PRON,959.9516,960.1766
13655,sagen,VERB,960.1766,960.4816
13656,vier,NUM,960.63169,960.82881
13657,ist,AUX,960.82881,960.90881
13658,schön,ADV,960.90881,961.19881
13659,und,CCONJ,962.1725,962.23963
13660,dann,ADV,962.23963,962.32962
13661,brauchen,VERB,962.32962,962.51963
13662,wir,PRON,962.51963,962.58962
13663,dazu,ADV,962.58962,962.90963
13664,auch,ADV,962.90963,962.95962
13665,noch,ADV,962.95962,963.10963
13666,die,DET,963.10963,963.21962
13667,passende,ADJ,963.21962,963.56962
13668,Dusche,NOUN,963.56962,963.91962
13669,ja,ADV,967.89573,968.00573
13670,also,ADV,968.00573,968.36573
13671,echzig,NUM,968.39573,968.89573
13672,man,PRON,969.81875,969.89875
13673,kann,AUX,969.89875,969.98875
13674,das,PRON,969.98875,970.09875
13675,ja,ADV,970.09875,970.16875
13676,auch,ADV,970.16875,970.24875
13677,irgendwie,ADV,970.24875,970.55875
13678,noch,ADV,970.55875,970.74875
13679,so,ADV,970.74875,970.84875
13680,baulich,ADV,970.84875,971.23875
13681,voneinander,ADV,971.23875,971.74875
13682,so,ADV,971.74875,971.95875
13683,mit,ADP,972.05875,972.16875
13684,irgendwelchen,ADJ,972.51875,972.89875
13685,halboffenen,VERB,972.89875,973.44875
13686,Wänden,NOUN,973.44875,973.74875
13687,oder,CCONJ,973.74875,973.97875
13688,so,ADV,973.97875,974.05875
13689,abtrennen,NOUN,974.05875,974.49875
13690,ja,ADV,976.02827,976.16427
13691,dann,ADV,979.90375,980.12087
13692,jetzt,ADV,980.18088,980.38087
13693,noch,ADV,980.38087,980.49087
13694,die,DET,980.58087,980.80088
13695,Küche,NOUN,980.80088,981.47054
13696,ja,ADV,982.40821,982.58821
13697,boah,VERB,983.86783,984.01783
13698,die,DET,984.01783,984.08783
13699,Küche,NOUN,984.08783,984.22783
13700,vierzig,NUM,984.22783,984.56783
13701,Quadratmeter,NOUN,984.69783,986.52783
13702,na,X,986.58783,986.73783
13703,gut,ADV,986.73783,986.88783
13704,ja,ADV,986.88783,986.94783
13705,ja,ADV,986.94783,987.02783
13706,gut,ADV,987.02783,987.16798
13707,ja,ADV,992.72694,992.81406
13708,jeder,PRON,992.81406,993.09406
13709,kann,AUX,993.09406,993.23406
13710,ja,ADV,993.23406,993.32406
13711,sein,AUX,993.32406,993.48406
13712,Zimmer,NOUN,993.48406,993.86406
13713,einrichten,VERB,993.93406,994.72406
13714,wie,ADP,994.72406,994.85406
13715,er,PRON,994.85406,994.99406
13716,will,AUX,994.99406,995.16406
13717,genau,ADV,995.44498,995.76527
13718,ja,ADV,1002.6511,1002.7211
13719,gut,ADV,1002.7211,1002.8211
13720,ich,PRON,1002.8211,1002.9311
13721,hab,PROPN,1002.9311,1003.0311
13722,ich,PRON,1003.0611,1003.1411
13723,hab,PROPN,1003.1411,1003.2711
13724,Bett,NOUN,1003.9611,1004.3011
13725,ich,PRON,1004.3011,1004.4511
13726,hab,PROPN,1004.5311,1004.6911
13727,Schrank,NOUN,1004.7411,1005.2011
13728,ja,ADV,1014.66658,1014.91781
13729,genau,ADV,1014.97821,1015.17821
13730,wir,PRON,1015.17821,1015.24821
13731,müssen,AUX,1015.24821,1015.75746
13732,ja,ADV,1015.87863,1016.06906
13733,ja,ADV,1016.50188,1016.649
13734,dunkel,ADV,1017.25498,1017.80033
13735,also,ADV,1020.76419,1021.17419
13736,du,PRON,1021.17419,1021.31419
13737,äh,INTJ,1021.66419,1021.87419
13738,willst,AUX,1021.87419,1022.03419
13739,du,PRON,1022.03419,1022.12419
13740,schwarzes,ADJ,1022.12419,1022.56419
13741,Parkett,NOUN,1022.56419,1022.98419
13742,haben,AUX,1022.98419,1023.20346
13743,ja,ADV,1028.06075,1028.15075
13744,gut,ADV,1028.15075,1028.34075
13745,okay,ADV,1028.34075,1028.76942
13746,okay,ADV,1029.34071,1029.65783
13747,aber,CCONJ,1030.57919,1031.16919
13748,dann,ADV,1031.16919,1031.24919
13749,auch,ADV,1031.24919,1031.51919
13750,noch,ADV,1031.54919,1031.85919
13751,noch,ADV,1031.88919,1032.11919
13752,paar,DET,1032.19919,1032.71919
13753,nei,ADV,1036.10371,1036.61083
13754,nein,PART,1036.64083,1036.78083
13755,nein,PART,1036.78083,1037.09083
13756,ja,ADV,1037.69646,1037.97358
13757,ja,ADV,1037.97358,1038.16358
13758,genau,ADV,1038.16358,1038.30358
13759,ja,ADV,1038.36367,1038.57079
13760,ja,ADV,1038.57079,1038.65079
13761,ja,ADV,1038.94294,1039.09006
13762,und,CCONJ,1040.11135,1040.26135
13763,dann,ADV,1040.26135,1040.60135
13764,ja,ADV,1040.60135,1040.87135
13765,ja,ADV,1045.2721,1045.5821
13766,wie,ADP,1046.51015,1046.69727
13767,äh,INTJ,1046.76727,1046.84727
13768,wie,ADP,1046.84727,1047.06415
13769,ja,ADV,1050.80644,1050.95644
13770,das,PRON,1050.95644,1051.32644
13771,ist,AUX,1051.32644,1051.41644
13772,mir,PRON,1051.41644,1051.58644
13773,ja,ADV,1051.58644,1051.72644
13774,egal,ADV,1051.72644,1052.07644
13775,weiße,ADJ,1055.87302,1056.21302
13776,Fliesen,NOUN,1056.21302,1056.81271
13777,ja,ADV,1060.50173,1060.70173
13778,ja,ADV,1062.24181,1062.41894
13779,äh,INTJ,1064.74535,1065.45535
13780,Küche,NOUN,1066.57273,1066.92648
13781,ja,ADV,1067.93925,1068.08638
13782,auch,ADV,1068.08638,1068.15638
13783,irgendwie,ADV,1068.15638,1068.91638
13784,auch,ADV,1068.91638,1069.1771
13785,auch,ADV,1070.54477,1070.7119
13786,irgendwie,ADV,1070.7119,1070.9969
13787,Fliesen,NOUN,1070.9969,1071.52294
13788,aber,CCONJ,1071.54025,1071.68737
13789,ich,PRON,1071.68737,1071.78738
13790,also,ADV,1071.83738,1072.06738
13791,ich,PRON,1072.06738,1072.15738
13792,finde,VERB,1072.15738,1072.44737
13793,so,ADV,1072.44737,1072.66737
13794,diese,PRON,1072.66737,1073.07738
13795,type,VERB,1073.17737,1073.32738
13796,diese,PRON,1073.63738,1073.77737
13797,amerikanischen,VERB,1073.77737,1074.46737
13798,Küchen,NOUN,1074.46737,1074.79738
13799,ja,ADV,1077.0211,1077.2711
13800,und,CCONJ,1078.07735,1078.33448
13801,äh,INTJ,1078.39448,1078.43448
13802,äh,INTJ,1078.52448,1079.05448
13803,halt,ADV,1079.05448,1079.27448
13804,p>-,X,1079.41448,1079.44448
13805,in,ADP,1079.44448,1079.49448
13806,der,DET,1079.49448,1079.61448
13807,Mitte,NOUN,1079.61448,1079.89448
13808,halt,ADV,1079.89448,1080.12448
13809,so,ADV,1080.12448,1080.46448
13810,ja,ADV,1081.55015,1081.62727
13811,ja,ADV,1081.62727,1081.77727
13812,genau,ADV,1081.77727,1082.06952
13813,ja,ADV,1082.25131,1082.63844
13814,ja,ADV,1082.63844,1082.90844
13815,also,ADV,1082.96844,1083.33844
13816,das,PRON,1083.33844,1083.48844
13817,ich,PRON,1083.51844,1083.896
13818,ja,ADV,1085.70515,1086.0514
13819,nee,X,1087.99904,1088.37617
13820,also,ADV,1088.37617,1088.95617
13821,keine,DET,1090.70144,1091.03856
13822,keine,DET,1091.03856,1091.26856
13823,Ahnung,NOUN,1091.31856,1091.60856
13824,vielleicht,ADV,1094.10333,1094.35046
13825,rot-orange,NOUN,1094.46046,1095.50046
13826,in,ADP,1095.50046,1095.57046
13827,dem,PRON,1095.57046,1095.79046
13828,Bereich,NOUN,1095.79046,1096.23277
13829,also,ADV,1097.3321,1097.7476
13830,gut,ADV,1099.79212,1099.87925
13831,was,PRON,1099.87925,1099.99925
13832,fehlt,VERB,1099.99925,1100.27925
13833,denn,CCONJ,1100.27925,1100.55925
13834,oh,PROPN,1101.02996,1101.15708
13835,ja,ADV,1101.15708,1101.41708
13836,oh,PROPN,1101.41708,1101.60708
13837,das,PRON,1101.60708,1101.72708
13838,ist,AUX,1101.79708,1101.89708
13839,schwierig,ADV,1101.89708,1102.31708
13840,also,ADV,1103.69608,1104.10321
13841,wir,PRON,1104.10321,1104.24321
13842,brauchen,VERB,1104.24321,1104.48321
13843,auf,ADP,1104.48321,1104.68321
13844,auf,ADP,1104.74321,1104.80321
13845,auf,ADP,1104.80321,1104.99321
13846,jeden,PRON,1104.99321,1105.24321
13847,Fall,NOUN,1105.24321,1105.55321
13848,erstmal,ADV,1105.55321,1105.80321
13849,mega,VERB,1106.00321,1106.26321
13850,Fernseher,NOUN,1106.26321,1106.83131
13851,ja,ADV,1108.55369,1108.75369
13852,stimmt,VERB,1117.27235,1117.67948
13853,ja,ADV,1117.67948,1118.14948
13854,ja,ADV,1118.29948,1118.57948
13855,ja,ADV,1118.83912,1118.97625
13856,ja,ADV,1118.97625,1119.04625
13857,und,CCONJ,1119.04625,1119.22625
13858,und,CCONJ,1119.22625,1119.48625
13859,die,DET,1119.48625,1119.57625
13860,passende,ADJ,1119.57625,1119.88625
13861,Soundanlage,NOUN,1119.88625,1120.61625
13862,dazu,ADV,1120.61625,1120.84738
13863,und,CCONJ,1121.19777,1121.29777
13864,und,CCONJ,1121.35777,1121.40777
13865,dann,ADV,1121.40777,1121.54777
13866,brauchen,VERB,1121.54777,1121.74777
13867,wir,PRON,1121.74777,1121.90777
13868,aber,CCONJ,1121.90777,1122.26777
13869,auf,ADP,1122.26777,1122.37777
13870,der,DET,1122.37777,1122.52777
13871,anderen,PRON,1122.52777,1122.93777
13872,Seite,NOUN,1122.93777,1123.13427
13873,ich,PRON,1127.94962,1128.04462
13874,mal,ADV,1128.04462,1128.17962
13875,von,ADP,1128.17962,1128.36963
13876,aus,ADP,1128.36963,1128.58169
13877,ich,PRON,1128.67881,1128.82881
13878,doch,CCONJ,1128.82881,1129.28881
13879,mal,ADV,1129.28881,1129.41881
13880,ähm,X,1130.03683,1130.41683
13881,ja,ADV,1132.42404,1132.61117
13882,ja,ADV,1132.61117,1132.75117
13883,genau,ADV,1132.75117,1133.16848
13884,ja,ADV,1137.32494,1137.39494
13885,ja,ADV,1137.39494,1137.61494
13886,ja,ADV,1137.61494,1137.72494
13887,genau,ADV,1137.72494,1138.19494
13888,so,ADV,1138.19494,1138.69281
13889,Mhm,PROPN,1140.2336,1140.57985
13890,ähm,X,1144.2339,1144.6539
13891,ja,ADV,1145.81237,1145.95238
13892,auf,ADP,1145.95238,1146.07237
13893,jeden,PRON,1146.07237,1146.32987
13894,dann,ADV,1146.32987,1146.427
13895,brauchen,VERB,1146.427,1146.587
13896,wir,PRON,1146.587,1146.747
13897,auch,ADV,1146.747,1146.907
13898,noch,ADV,1146.907,1146.967
13899,auf,ADP,1147.047,1147.187
13900,der,DET,1147.187,1147.357
13901,anderen,PRON,1147.357,1147.857
13902,Seite,NOUN,1147.857,1148.027
13903,jeweils,ADV,1148.057,1148.317
13904,so,ADV,1148.317,1148.467
13905,fettes,ADJ,1148.527,1148.762
13906,Sofa,X,1148.762,1149.127
13907,Mhm,PROPN,1152.06831,1152.37129
13908,was,PRON,1159.34252,1159.67252
13909,wegen,ADP,1160.8461,1161.4361
13910,der,DET,1161.5161,1161.7761
13911,ja,ADV,1162.29715,1162.43715
13912,aber,CCONJ,1162.43715,1162.64715
13913,ich,PRON,1162.64715,1162.77715
13914,also,ADV,1162.77715,1163.03715
13915,ich,PRON,1163.03715,1163.27715
13916,so,ADV,1164.9346,1165.0846
13917,vom,ADP,1165.0846,1165.2546
13918,Wohnzimmerstil,NOUN,1165.2546,1165.9246
13919,her,ADV,1165.9246,1166.0646
13920,ich,PRON,1166.0946,1166.2446
13921,das,PRON,1166.2446,1166.3846
13922,eher,ADV,1166.3846,1166.6246
13923,so,ADV,1166.6246,1166.9846
13924,eher,ADV,1167.9146,1168.1696
13925,eher,ADV,1168.1696,1168.4846
13926,eher,ADV,1168.4846,1168.6046
13927,modern,ADV,1168.6046,1168.9546
13928,einrichten,VERB,1168.9546,1169.7246
13929,also,ADV,1169.7246,1170.0696
13930,eher,ADV,1170.0696,1170.2646
13931,so,ADV,1170.2646,1170.35525
13932,ja,ADV,1178.80652,1178.91652
13933,das,PRON,1178.91652,1179.02652
13934,passt,VERB,1179.02652,1179.37669
13935,ja,ADV,1181.20312,1181.48879
13936,ja,ADV,1182.39019,1182.52019
13937,aber,CCONJ,1184.14008,1184.50008
13938,so,ADV,1184.50008,1184.60008
13939,diesen,PRON,1184.60008,1184.93008
13940,ganzen,VERB,1184.93008,1185.38008
13941,modischen,NOUN,1185.41008,1186.29008
13942,Einrichtungskram,PROPN,1186.29008,1187.03008
13943,so,ADV,1187.03008,1187.10008
13944,das,PRON,1187.10008,1187.26008
13945,meiste,PRON,1187.26008,1187.45008
13946,musst,VERB,1187.45008,1187.52008
13947,du,PRON,1187.52008,1187.64008
13948,sowieso,ADV,1187.64008,1188.20008
13949,machen,VERB,1188.20008,1188.43008
13950,weil,SCONJ,1188.72704,1188.92417
13951,das,PRON,1188.92417,1189.09417
13952,bei,ADP,1189.09417,1189.21417
13953,mir,PRON,1189.21417,1189.61417
13954,dann,ADV,1189.64417,1189.75417
13955,immer,ADV,1190.21417,1190.40417
13956,total,ADV,1190.40417,1190.94417
13957,kahl,NOUN,1191.00417,1191.40417
13958,und,CCONJ,1191.40417,1191.56417
13959,kalt,ADV,1191.61417,1191.80417
13960,aussieht,VERB,1191.80417,1192.17417
13961,ja,ADV,1192.71756,1192.98592
13962,äh,INTJ,1193.68198,1193.92198
13963,ja,ADV,1193.92198,1194.20198
13964,oh,PROPN,1200.8664,1201.07352
13965,ja,ADV,1201.07352,1201.29352
13966,verdammt,VERB,1201.29352,1201.87919
13967,wieviel,ADV,1202.77075,1202.94788
13968,Qua-,X,1202.94788,1203.03787
13969,hamwa,VERB,1203.31787,1203.59787
13970,hatten,AUX,1209.92246,1210.22958
13971,wir,PRON,1210.22958,1210.34958
13972,nicht,PART,1210.34958,1210.41958
13973,Vierzig-Quadratmeter-Küche,NOUN,1210.44958,1211.66958
13974,moment,ADV,1213.02138,1213.3085
13975,wir,PRON,1213.3085,1213.4285
13976,hatten,AUX,1213.4285,1213.5585
13977,fünfundzwanzig,ADV,1213.5585,1214.3485
13978,und,CCONJ,1214.3485,1214.3785
13979,fünfundzwanzig,ADV,1214.3785,1215.5785
13980,sind,AUX,1215.9785,1216.0985
13981,fünfzig,NUM,1216.0985,1216.70027
13982,dann,ADV,1217.54158,1217.64871
13983,hatten,AUX,1217.64871,1217.89871
13984,wir,PRON,1217.89871,1218.26871
13985,zehn,NUM,1221.78294,1222.3025
13986,zehn,NUM,1223.82581,1224.06581
13987,war,AUX,1224.06581,1224.24581
13988,Ankleide,NOUN,1224.24581,1224.61581
13989,dann,ADV,1224.71581,1225.22581
13990,sind,AUX,1225.22581,1225.35581
13991,wir,PRON,1225.35581,1225.54581
13992,bei,ADP,1225.54581,1225.64581
13993,sechzig,NUM,1225.64581,1226.14754
13994,zehn,NUM,1226.67554,1227.48267
13995,zehn,NUM,1227.53267,1227.78267
13996,brauchen,VERB,1227.78267,1228.04267
13997,wir,PRON,1228.04267,1228.33267
13998,Flur,NOUN,1228.41267,1228.60267
13999,brauchen,VERB,1228.60267,1228.80267
14000,wir,PRON,1228.80267,1228.89267
14001,ja,ADV,1228.89267,1228.95267
14002,auch,ADV,1228.95267,1229.08267
14003,noch,ADV,1229.08267,1229.22913
14004,zehn,NUM,1230.60662,1230.83662
14005,brauchen,VERB,1230.83662,1231.15663
14006,wir,PRON,1231.15663,1231.31662
14007,für,ADP,1231.31662,1231.58662
14008,den,DET,1231.58662,1231.74662
14009,Flur,NOUN,1231.74662,1232.17663
14010,dann,ADV,1233.36846,1233.48558
14011,sind,AUX,1233.48558,1233.76558
14012,wir,PRON,1233.76558,1233.90558
14013,sind,AUX,1233.90558,1234.05558
14014,wir,PRON,1234.05558,1234.18558
14015,bei,ADP,1234.18558,1234.53558
14016,siebzig,NUM,1235.62558,1236.12558
14017,äh,INTJ,1241.37904,1241.98904
14018,Bad,PROPN,1243.36806,1243.64519
14019,wollten,AUX,1243.64519,1243.80519
14020,wir,PRON,1243.80519,1243.90519
14021,sechzig,NUM,1243.90519,1244.31019
14022,machen,VERB,1244.31019,1244.57519
14023,wären,AUX,1244.57519,1244.81519
14024,wir,PRON,1244.81519,1244.87519
14025,bei,ADP,1244.87519,1244.94519
14026,hundertzeh,ADV,1244.94519,1245.54519
14027,nee,X,1245.80519,1245.96519
14028,hundertdreißig,ADV,1245.96519,1246.64012
14029,wir,PRON,1251.57581,1251.65294
14030,brauchen,VERB,1251.65294,1252.00294
14031,ja,ADV,1252.00294,1252.06294
14032,noch,ADV,1252.06294,1252.15294
14033,die,DET,1252.15294,1252.26294
14034,Küche,NOUN,1252.26294,1252.57294
14035,woll-,X,1252.57294,1252.71294
14036,Küche,NOUN,1253.9629,1254.4429
14037,nee,X,1256.97896,1257.29608
14038,gut,ADV,1261.88702,1261.96415
14039,dann,ADV,1261.96415,1261.99415
14040,wären,AUX,1261.99415,1262.12415
14041,wir,PRON,1262.12415,1262.25415
14042,jetzt,ADV,1262.25415,1262.50415
14043,bei,ADP,1262.50415,1262.89415
14044,fünfund-,X,1265.71723,1266.11723
14045,fünfundfünzig,ADV,1266.11723,1266.85723
14046,was,PRON,1269.44556,1269.55269
14047,fehlt,VERB,1269.55269,1269.71269
14048,denn,CCONJ,1269.71269,1269.82269
14049,jetzt,ADV,1269.82269,1269.99269
14050,noch,ADV,1269.99269,1270.10344
14051,und,CCONJ,1272.17227,1272.5394
14052,die,DET,1272.5394,1272.6294
14053,Küche,NOUN,1272.6294,1272.87344
14054,äh,INTJ,1274.35721,1274.77721
14055,das,PRON,1274.77721,1274.92721
14056,Bad,PROPN,1274.99721,1275.36808
14057,hatten,AUX,1277.47154,1277.70527
14058,okay,ADV,1279.24333,1279.68333
14059,ja,ADV,1283.13435,1283.40148
14060,okay,ADV,1283.40148,1283.75148
14061,ja,ADV,1289.89037,1290.13892
14062,aber,CCONJ,1290.26875,1290.42587
14063,ich,PRON,1290.42587,1290.53588
14064,will,AUX,1290.53588,1290.90587
14065,dann,ADV,1290.90587,1291.36587
14066,eher,ADV,1291.52588,1291.89587
14067,Abendsonne,PROPN,1292.07587,1292.59587
14068,ich,PRON,1293.93033,1294.03746
14069,will,AUX,1294.03746,1294.16746
14070,dann,ADV,1294.16746,1294.32746
14071,eher,ADV,1294.32746,1294.46746
14072,Abendsonne,PROPN,1294.46746,1295.21146
14073,als,ADP,1296.81285,1296.95998
14074,morgens,ADV,1296.95998,1297.33998
14075,Sonne,NOUN,1297.33998,1297.76504
14076,ja,ADV,1300.92621,1300.99333
14077,ja,ADV,1300.99333,1301.19333
14078,genau,ADV,1301.19333,1301.35333
14079,so,ADV,1301.35333,1301.41333
14080,so,ADV,1301.41333,1301.47333
14081,so,ADV,1301.47333,1301.53333
14082,glasmäßig,ADV,1301.53333,1302.92333
14083,so,ADV,1303.27204,1303.33917
14084,dass,SCONJ,1303.33917,1303.45917
14085,man,PRON,1303.45917,1303.58917
14086,da,ADV,1303.58917,1303.71917
14087,so,ADV,1303.71917,1303.80917
14088,bisschen,ADJ,1303.83917,1303.92917
14089,rausgucken,VERB,1303.92917,1304.32917
14090,kann,AUX,1304.32917,1304.41917
14091,und,CCONJ,1304.41917,1304.44917
14092,dann,ADV,1304.44917,1304.64917
14093,dann,ADV,1304.64917,1304.95917
14094,halt,ADV,1304.95917,1305.13917
14095,so,ADV,1305.23917,1305.47917
14096,schön,ADV,1305.62917,1305.79917
14097,grillen,VERB,1305.79917,1306.10917
14098,kann,AUX,1306.10917,1306.90917
14099,ja,ADV,1308.00906,1308.18219
14100,mh,PROPN,1310.52396,1310.61396
14101,aU,ADV,562.70646,562.74646
14102,aU,ADV,563.14646,563.23646
14103,aU,ADV,579.35375,579.53375
14104,aU,ADV,605.01473,605.39473
14105,aI,PROPN,606.1341,606.2441
14106,aU,ADV,617.90285,618.04344
14107,aU,ADV,618.69056,618.84056
14108,aU,ADV,641.29333,641.42333
14109,aI,PROPN,643.53333,643.72333
14110,aU,ADV,668.89702,669.06702
14111,ts,NOUN,670.8349,670.9149
14112,aI,PROPN,674.1149,674.2149
14113,aI,PROPN,675.4149,675.5149
14114,aI,PROPN,675.6249,675.7449
14115,ts,NOUN,676.3449,676.4849
14116,aI,PROPN,676.7649,676.8749
14117,aU,ADV,677.8549,677.9449
14118,aI,PROPN,678.0949,678.1849
14119,aI,PROPN,678.2849,678.3949
14120,aU,ADV,679.1249,679.2149
14121,aI,PROPN,679.6249,679.7449
14122,ts,NOUN,681.3849,681.4349
14123,aU,ADV,693.55729,693.72729
14124,ts,NOUN,733.27394,733.33394
14125,ts,NOUN,747.40327,747.46327
14126,ts,NOUN,751.89329,751.93329
14127,aU,ADV,758.34883,758.44883
14128,ts,NOUN,770.41246,770.48246
14129,ts,NOUN,771.20246,771.31246
14130,ts,NOUN,771.48246,771.62246
14131,aI,PROPN,788.3026,788.4026
14132,aI,PROPN,794.91892,795.28892
14133,aU,ADV,796.7491,796.8991
14134,ts,NOUN,808.73365,808.84365
14135,ts,NOUN,823.35577,823.39577
14136,aI,PROPN,834.70998,834.80998
14137,OY,PROPN,834.94998,834.99998
14138,aU,ADV,840.06254,840.16254
14139,OY,PROPN,846.05623,846.16623
14140,ts,NOUN,847.3196,847.4096
14141,ts,NOUN,855.92181,855.99894
14142,aI,PROPN,856.04894,856.17894
14143,ts,NOUN,856.17894,856.24894
14144,aI,PROPN,856.28894,856.43894
14145,aU,ADV,862.77917,862.95917
14146,ts,NOUN,895.71531,895.75531
14147,ts,NOUN,897.70531,897.79531
14148,aI,PROPN,912.82594,912.98594
14149,aI,PROPN,913.62594,913.83594
14150,ts,NOUN,914.80594,914.84594
14151,ts,NOUN,917.63594,917.69594
14152,ts,NOUN,930.23288,930.34288
14153,ts,NOUN,931.63537,931.6825
14154,aU,ADV,951.41194,951.45194
14155,aU,ADV,952.02194,952.22194
14156,aU,ADV,952.30194,952.34194
14157,aU,ADV,952.58194,952.64194
14158,ts,NOUN,962.69962,962.82962
14159,aU,ADV,962.90963,962.95962
14160,aU,ADV,970.16875,970.24875
14161,aU,ADV,970.91875,971.06875
14162,aI,PROPN,971.49875,971.53875
14163,ts,NOUN,984.38783,984.46783
14164,aI,PROPN,993.35406,993.44406
14165,ts,NOUN,993.48406,993.56406
14166,aI,PROPN,993.93406,994.31406
14167,aU,ADV,995.6721,995.76527
14168,aU,ADV,1015.08821,1015.17821
14169,ts,NOUN,1022.38419,1022.43419
14170,aU,ADV,1031.24919,1031.48919
14171,aI,PROPN,1036.20083,1036.61083
14172,aI,PROPN,1036.64083,1036.75083
14173,aI,PROPN,1036.78083,1036.98083
14174,aU,ADV,1038.22358,1038.30358
14175,aI,PROPN,1055.92302,1056.00302
14176,aU,ADV,1068.08638,1068.12638
14177,aU,ADV,1068.94637,1069.06638
14178,aU,ADV,1070.5819,1070.6219
14179,aU,ADV,1081.90727,1082.06952
14180,aI,PROPN,1090.73856,1090.90856
14181,aI,PROPN,1091.06856,1091.14856
14182,aI,PROPN,1094.22046,1094.29046
14183,aI,PROPN,1096.07046,1096.19046
14184,aU,ADV,1104.53321,1104.59321
14185,aU,ADV,1104.80321,1104.93321
14186,aU,ADV,1119.93625,1120.03625
14187,ts,NOUN,1120.75625,1120.79625
14188,aU,ADV,1122.26777,1122.34777
14189,aI,PROPN,1122.93777,1123.04777
14190,aU,ADV,1128.36963,1128.53962
14191,aU,ADV,1132.86117,1133.16848
14192,aU,ADV,1138.14494,1138.19494
14193,aU,ADV,1145.95238,1146.03238
14194,aU,ADV,1146.747,1146.877
14195,aU,ADV,1147.047,1147.157
14196,aI,PROPN,1147.857,1147.997
14197,aI,PROPN,1148.187,1148.257
14198,ts,NOUN,1165.4246,1165.4746
14199,aI,PROPN,1168.9546,1169.1046
14200,ts,NOUN,1185.08008,1185.18008
14201,aI,PROPN,1186.29008,1186.42008
14202,aI,PROPN,1187.31008,1187.42008
14203,aI,PROPN,1188.76417,1188.80417
14204,aI,PROPN,1189.16417,1189.21417
14205,aU,ADV,1191.80417,1192.02417
14206,ts,NOUN,1210.64958,1210.68958
14207,ts,NOUN,1216.3785,1216.4685
14208,ts,NOUN,1221.78294,1221.93294
14209,ts,NOUN,1223.82581,1223.86581
14210,aI,PROPN,1224.46581,1224.58581
14211,aI,PROPN,1225.60581,1225.64581
14212,ts,NOUN,1225.87581,1225.98581
14213,ts,NOUN,1226.67554,1226.81267
14214,ts,NOUN,1227.53267,1227.60267
14215,aU,ADV,1228.95267,1229.08267
14216,ts,NOUN,1230.60662,1230.69663
14217,aI,PROPN,1234.26558,1234.53558
